"pid","tpc","qn","ans"
1307,"Cognitive Skills","learn-more","3"
1307,"Cognitive Skills","understandable","2"
1307,"Covid","controversial","3"
1307,"Covid","familiar","7"
1307,"Covid","heard-of-last-week","yes"
1307,"Covid","how-often-talk-colleagues","1"
1307,"Covid","how-often-talk-family","3"
1307,"Covid","important","7"
1307,"Covid","interesting","7"
1307,"Covid","learn-more","7"
1307,"Covid","understandable","6"
1308,"Environment","controversial","2"
1308,"Environment","familiar","4"
1308,"Environment","heard-of-last-week","yes"
1308,"Environment","how-often-talk-colleagues","2"
1308,"Environment","how-often-talk-family","4"
1308,"Environment","important","7"
1308,"Environment","interesting","5"
1308,"Environment","learn-more","5"
1308,"Environment","understandable","5"
1308,"Socioeconomic Inequality","controversial","2"
1308,"Socioeconomic Inequality","familiar","5"
1308,"Socioeconomic Inequality","heard-of-last-week","yes"
1308,"Socioeconomic Inequality","how-often-talk-colleagues","5"
1308,"Socioeconomic Inequality","how-often-talk-family","4"
1308,"Socioeconomic Inequality","important","7"
1308,"Socioeconomic Inequality","interesting","6"
1308,"Socioeconomic Inequality","learn-more","7"
1308,"Socioeconomic Inequality","understandable","5"
1308,"Neuroscience","controversial","1"
1308,"Neuroscience","familiar","3"
1308,"Neuroscience","heard-of-last-week","no"
1308,"Neuroscience","how-often-talk-colleagues","4"
1308,"Neuroscience","how-often-talk-family","2"
1308,"Neuroscience","important","7"
1308,"Neuroscience","interesting","7"
1308,"Neuroscience","learn-more","7"
1308,"Neuroscience","understandable","3"
1308,"Sports","controversial","2"
1308,"Sports","familiar","2"
1308,"Sports","heard-of-last-week","no"
1308,"Sports","how-often-talk-colleagues","1"
1308,"Sports","how-often-talk-family","1"
1308,"Sports","important","3"
1308,"Sports","interesting","1"
1308,"Sports","learn-more","1"
1308,"Sports","understandable","2"
1308,"AI","controversial","5"
1308,"AI","familiar","3"
1308,"AI","heard-of-last-week","yes"
1308,"AI","how-often-talk-colleagues","4"
1308,"AI","how-often-talk-family","2"
1308,"AI","important","6"
1308,"AI","interesting","5"
1308,"AI","learn-more","5"
1308,"AI","understandable","3"
1308,"Addiction","controversial","6"
1308,"Addiction","familiar","6"
1308,"Addiction","heard-of-last-week","no"
1308,"Addiction","how-often-talk-colleagues","4"
1308,"Addiction","how-often-talk-family","3"
1308,"Addiction","important","7"
1308,"Addiction","interesting","4"
1308,"Addiction","learn-more","5"
1308,"Addiction","understandable","5"
1309,"Environment","controversial","3"
1309,"Environment","familiar","6"
1309,"Environment","heard-of-last-week","yes"
1309,"Environment","how-often-talk-colleagues","2"
1309,"Environment","how-often-talk-family","6"
1309,"Environment","important","6"
1309,"Environment","interesting","6"
1309,"Environment","learn-more","7"
1309,"Environment","understandable","5"
1309,"Socioeconomic Inequality","controversial","6"
1309,"Socioeconomic Inequality","familiar","5"
1309,"Socioeconomic Inequality","heard-of-last-week","yes"
1309,"Socioeconomic Inequality","how-often-talk-colleagues","4"
1309,"Socioeconomic Inequality","how-often-talk-family","6"
1309,"Socioeconomic Inequality","important","3"
1309,"Socioeconomic Inequality","interesting","2"
1309,"Socioeconomic Inequality","learn-more","4"
1309,"Socioeconomic Inequality","understandable","5"
1309,"Neuroscience","controversial","1"
1309,"Neuroscience","familiar","5"
1309,"Neuroscience","heard-of-last-week","no"
1309,"Neuroscience","how-often-talk-colleagues","2"
1309,"Neuroscience","how-often-talk-family","2"
1309,"Neuroscience","important","7"
1309,"Neuroscience","interesting","3"
1309,"Neuroscience","learn-more","4"
1309,"Neuroscience","understandable","3"
1309,"Self-control","controversial","2"
1309,"Self-control","familiar","6"
1309,"Self-control","heard-of-last-week","yes"
1309,"Self-control","how-often-talk-colleagues","2"
1309,"Self-control","how-often-talk-family","4"
1309,"Self-control","important","6"
1309,"Self-control","interesting","5"
1309,"Self-control","learn-more","5"
1309,"Self-control","understandable","5"
1309,"AI","controversial","5"
1309,"AI","familiar","6"
1309,"AI","heard-of-last-week","yes"
1309,"AI","how-often-talk-colleagues","5"
1309,"AI","how-often-talk-family","4"
1309,"AI","important","4"
1309,"AI","interesting","3"
1309,"AI","learn-more","5"
1309,"AI","understandable","2"
1309,"Cognitive Skills","controversial","3"
1309,"Cognitive Skills","familiar","6"
1309,"Cognitive Skills","heard-of-last-week","no"
1309,"Cognitive Skills","how-often-talk-colleagues","4"
1309,"Cognitive Skills","how-often-talk-family","5"
1309,"Cognitive Skills","important","6"
1309,"Cognitive Skills","interesting","5"
1309,"Cognitive Skills","learn-more","5"
1309,"Cognitive Skills","understandable","4"
1310,"Addiction","controversial","5"
1310,"Addiction","familiar","6"
1310,"Addiction","heard-of-last-week","no"
1310,"Addiction","how-often-talk-colleagues","2"
1310,"Addiction","how-often-talk-family","4"
1310,"Addiction","important","7"
1310,"Addiction","interesting","6"
1310,"Addiction","learn-more","5"
1310,"Addiction","understandable","6"
1310,"Socioeconomic Inequality","controversial","5"
1310,"Socioeconomic Inequality","familiar","2"
1310,"Socioeconomic Inequality","heard-of-last-week","no"
1310,"Socioeconomic Inequality","how-often-talk-colleagues","1"
1310,"Socioeconomic Inequality","how-often-talk-family","1"
1310,"Socioeconomic Inequality","important","5"
1310,"Socioeconomic Inequality","interesting","3"
1310,"Socioeconomic Inequality","learn-more","3"
1310,"Socioeconomic Inequality","understandable","4"
1310,"Neuroscience","controversial","2"
1310,"Neuroscience","familiar","3"
1310,"Neuroscience","heard-of-last-week","yes"
1310,"Neuroscience","how-often-talk-colleagues","1"
1310,"Neuroscience","how-often-talk-family","2"
1310,"Neuroscience","important","5"
1310,"Neuroscience","interesting","6"
1310,"Neuroscience","learn-more","6"
1310,"Neuroscience","understandable","4"
1310,"Sports","controversial","2"
1310,"Sports","familiar","3"
1310,"Sports","heard-of-last-week","yes"
1310,"Sports","how-often-talk-colleagues","2"
1310,"Sports","how-often-talk-family","2"
1310,"Sports","important","2"
1310,"Sports","interesting","1"
1310,"Sports","learn-more","1"
1310,"Sports","understandable","5"
1310,"AI","controversial","6"
1310,"AI","familiar","2"
1310,"AI","heard-of-last-week","yes"
1310,"AI","how-often-talk-colleagues","2"
1310,"AI","how-often-talk-family","2"
1310,"AI","important","6"
1310,"AI","interesting","5"
1310,"AI","learn-more","5"
1310,"AI","understandable","4"
1310,"Environment","controversial","6"
1310,"Environment","familiar","4"
1310,"Environment","heard-of-last-week","yes"
1310,"Environment","how-often-talk-colleagues","1"
1310,"Environment","how-often-talk-family","5"
1310,"Environment","important","7"
1310,"Environment","interesting","6"
1310,"Environment","learn-more","6"
1310,"Environment","understandable","5"
1311,"Addiction","controversial","5"
1311,"Addiction","familiar","6"
1311,"Addiction","heard-of-last-week","yes"
1311,"Addiction","how-often-talk-colleagues","4"
1311,"Addiction","how-often-talk-family","4"
1311,"Addiction","important","7"
1311,"Addiction","interesting","7"
1311,"Addiction","learn-more","7"
1311,"Addiction","understandable","5"
1311,"Socioeconomic Inequality","controversial","7"
1311,"Socioeconomic Inequality","familiar","4"
1311,"Socioeconomic Inequality","heard-of-last-week","no"
1311,"Socioeconomic Inequality","how-often-talk-colleagues","2"
1311,"Socioeconomic Inequality","how-often-talk-family","2"
1311,"Socioeconomic Inequality","important","5"
1311,"Socioeconomic Inequality","interesting","5"
1311,"Socioeconomic Inequality","learn-more","5"
1311,"Socioeconomic Inequality","understandable","4"
1311,"Cognitive Skills","controversial","3"
1311,"Cognitive Skills","familiar","4"
1311,"Cognitive Skills","heard-of-last-week","no"
1311,"Cognitive Skills","how-often-talk-colleagues","2"
1311,"Cognitive Skills","how-often-talk-family","3"
1311,"Cognitive Skills","important","7"
1311,"Cognitive Skills","interesting","5"
1311,"Cognitive Skills","learn-more","5"
1311,"Cognitive Skills","understandable","2"
1311,"Sports","controversial","2"
1311,"Sports","familiar","7"
1311,"Sports","heard-of-last-week","yes"
1311,"Sports","how-often-talk-colleagues","7"
1311,"Sports","how-often-talk-family","6"
1311,"Sports","important","6"
1311,"Sports","interesting","7"
1311,"Sports","learn-more","7"
1311,"Sports","understandable","7"
1311,"Environment","controversial","4"
1311,"Environment","familiar","4"
1311,"Environment","heard-of-last-week","no"
1311,"Environment","how-often-talk-colleagues","3"
1311,"Environment","how-often-talk-family","4"
1311,"Environment","important","6"
1311,"Environment","interesting","5"
1311,"Environment","learn-more","5"
1311,"Environment","understandable","5"
1311,"Covid","controversial","7"
1311,"Covid","familiar","5"
1311,"Covid","heard-of-last-week","yes"
1311,"Covid","how-often-talk-colleagues","3"
1311,"Covid","how-often-talk-family","4"
1311,"Covid","important","3"
1311,"Covid","interesting","4"
1311,"Covid","learn-more","3"
1311,"Covid","understandable","5"
1312,"Cognitive Skills","controversial","2"
1312,"Cognitive Skills","familiar","6"
1312,"Cognitive Skills","heard-of-last-week","yes"
1312,"Cognitive Skills","how-often-talk-colleagues","5"
1312,"Cognitive Skills","how-often-talk-family","5"
1312,"Cognitive Skills","important","7"
1312,"Cognitive Skills","interesting","7"
1312,"Cognitive Skills","learn-more","7"
1312,"Cognitive Skills","understandable","7"
1312,"Self-control","controversial","2"
1312,"Self-control","familiar","5"
1312,"Self-control","heard-of-last-week","yes"
1312,"Self-control","how-often-talk-colleagues","4"
1312,"Self-control","how-often-talk-family","3"
1312,"Self-control","important","6"
1312,"Self-control","interesting","6"
1312,"Self-control","learn-more","6"
1312,"Self-control","understandable","5"
1312,"Neuroscience","controversial","3"
1312,"Neuroscience","familiar","4"
1312,"Neuroscience","heard-of-last-week","yes"
1312,"Neuroscience","how-often-talk-colleagues","3"
1312,"Neuroscience","how-often-talk-family","2"
1312,"Neuroscience","important","6"
1312,"Neuroscience","interesting","7"
1312,"Neuroscience","learn-more","6"
1312,"Neuroscience","understandable","5"
1312,"Sports","controversial","2"
1312,"Sports","familiar","5"
1312,"Sports","heard-of-last-week","yes"
1312,"Sports","how-often-talk-colleagues","3"
1312,"Sports","how-often-talk-family","3"
1312,"Sports","important","2"
1312,"Sports","interesting","2"
1312,"Sports","learn-more","2"
1312,"Sports","understandable","7"
1312,"AI","controversial","5"
1312,"AI","familiar","4"
1312,"AI","heard-of-last-week","yes"
1312,"AI","how-often-talk-colleagues","4"
1312,"AI","how-often-talk-family","3"
1312,"AI","important","6"
1312,"AI","interesting","6"
1312,"AI","learn-more","7"
1312,"AI","understandable","4"
1312,"Covid","controversial","2"
1312,"Covid","familiar","4"
1312,"Covid","heard-of-last-week","yes"
1312,"Covid","how-often-talk-colleagues","3"
1312,"Covid","how-often-talk-family","3"
1312,"Covid","important","7"
1312,"Covid","interesting","6"
1312,"Covid","learn-more","7"
1312,"Covid","understandable","5"
1313,"Gender Inequality","controversial","2"
1313,"Gender Inequality","familiar","4"
1313,"Gender Inequality","heard-of-last-week","yes"
1313,"Gender Inequality","how-often-talk-colleagues","2"
1313,"Gender Inequality","how-often-talk-family","2"
1313,"Gender Inequality","important","4"
1313,"Gender Inequality","interesting","2"
1313,"Gender Inequality","learn-more","1"
1313,"Gender Inequality","understandable","6"
1313,"Self-control","controversial","1"
1313,"Self-control","familiar","5"
1313,"Self-control","heard-of-last-week","yes"
1313,"Self-control","how-often-talk-colleagues","2"
1313,"Self-control","how-often-talk-family","2"
1313,"Self-control","important","6"
1313,"Self-control","interesting","5"
1313,"Self-control","learn-more","5"
1313,"Self-control","understandable","6"
1313,"Neuroscience","controversial","1"
1313,"Neuroscience","familiar","3"
1313,"Neuroscience","heard-of-last-week","yes"
1313,"Neuroscience","how-often-talk-colleagues","2"
1313,"Neuroscience","how-often-talk-family","1"
1313,"Neuroscience","important","5"
1313,"Neuroscience","interesting","7"
1313,"Neuroscience","learn-more","6"
1313,"Neuroscience","understandable","3"
1313,"Health","controversial","1"
1313,"Health","familiar","6"
1313,"Health","heard-of-last-week","yes"
1313,"Health","how-often-talk-colleagues","3"
1313,"Health","how-often-talk-family","5"
1313,"Health","important","6"
1313,"Health","interesting","5"
1313,"Health","learn-more","6"
1313,"Health","understandable","6"
1313,"Politics","controversial","7"
1313,"Politics","familiar","6"
1313,"Politics","heard-of-last-week","yes"
1313,"Politics","how-often-talk-colleagues","4"
1313,"Politics","how-often-talk-family","6"
1313,"Politics","important","6"
1313,"Politics","interesting","5"
1313,"Politics","learn-more","6"
1313,"Politics","understandable","7"
1313,"Covid","controversial","7"
1313,"Covid","familiar","6"
1313,"Covid","heard-of-last-week","yes"
1313,"Covid","how-often-talk-colleagues","4"
1313,"Covid","how-often-talk-family","5"
1313,"Covid","important","2"
1313,"Covid","interesting","4"
1313,"Covid","learn-more","4"
1313,"Covid","understandable","6"
1314,"Addiction","controversial","1"
1314,"Addiction","familiar","1"
1314,"Addiction","heard-of-last-week","no"
1314,"Addiction","how-often-talk-colleagues","1"
1314,"Addiction","how-often-talk-family","3"
1314,"Addiction","important","7"
1314,"Addiction","interesting","6"
1314,"Addiction","learn-more","6"
1314,"Addiction","understandable","3"
1314,"Socioeconomic Inequality","controversial","1"
1314,"Socioeconomic Inequality","familiar","2"
1314,"Socioeconomic Inequality","heard-of-last-week","yes"
1314,"Socioeconomic Inequality","how-often-talk-colleagues","2"
1314,"Socioeconomic Inequality","how-often-talk-family","3"
1314,"Socioeconomic Inequality","important","7"
1314,"Socioeconomic Inequality","interesting","7"
1314,"Socioeconomic Inequality","learn-more","6"
1314,"Socioeconomic Inequality","understandable","2"
1314,"Environment","controversial","1"
1314,"Environment","familiar","3"
1314,"Environment","heard-of-last-week","yes"
1314,"Environment","how-often-talk-colleagues","3"
1314,"Environment","how-often-talk-family","4"
1314,"Environment","important","7"
1314,"Environment","interesting","7"
1314,"Environment","learn-more","6"
1314,"Environment","understandable","1"
1314,"Sports","controversial","1"
1314,"Sports","familiar","6"
1314,"Sports","heard-of-last-week","yes"
1314,"Sports","how-often-talk-colleagues","4"
1314,"Sports","how-often-talk-family","4"
1314,"Sports","important","2"
1314,"Sports","interesting","2"
1314,"Sports","learn-more","4"
1314,"Sports","understandable","6"
